,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,split16_test_score,split17_test_score,split18_test_score,split19_test_score,mean_test_score,std_test_score,rank_test_score
34,0.0015004634857177734,0.000500107253670588,0.0010000705718994141,4.485818796688743e-07,auto,30,2,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 2, 'weights': 'uniform'}",0.6956521739130435,0.6956521739130435,0.5652173913043478,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.6956521739130435,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.6956521739130435,0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6869565217391305,0.05430433042085562,221
311,0.001050269603729248,0.0002178501449550134,0.0011503100395202637,0.00035728103091104985,brute,50,4,distance,"{'algorithm': 'brute', 'leaf_size': 50, 'n_neighbors': 4, 'weights': 'distance'}",0.6521739130434783,0.6956521739130435,0.6086956521739131,0.5652173913043478,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.8260869565217391,0.6956521739130435,0.6521739130434783,0.6956521739130435,0.5217391304347826,0.6869565217391305,0.08087424016407944,221
55,0.0014501214027404785,0.0004971095233049274,0.0013004899024963378,0.0004582845143444025,auto,40,4,distance,"{'algorithm': 'auto', 'leaf_size': 40, 'n_neighbors': 4, 'weights': 'distance'}",0.6521739130434783,0.6956521739130435,0.6086956521739131,0.5652173913043478,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.8260869565217391,0.6956521739130435,0.6521739130434783,0.6956521739130435,0.5217391304347826,0.6869565217391305,0.08087424016407944,221
98,0.0011507630348205566,0.00035761552848983353,0.0016018152236938477,0.0004926328498955872,ball_tree,20,2,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'n_neighbors': 2, 'weights': 'uniform'}",0.6956521739130435,0.6956521739130435,0.5652173913043478,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.6956521739130435,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.6956521739130435,0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6869565217391305,0.05430433042085562,221
247,0.0011501908302307129,0.00035709743004421515,0.001450347900390625,0.0004976710300359423,brute,10,4,distance,"{'algorithm': 'brute', 'leaf_size': 10, 'n_neighbors': 4, 'weights': 'distance'}",0.6521739130434783,0.6956521739130435,0.6086956521739131,0.5652173913043478,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.8260869565217391,0.6956521739130435,0.6521739130434783,0.6956521739130435,0.5217391304347826,0.6869565217391305,0.08087424016407944,221
210,0.0015003561973571777,0.0005000473219757053,0.0014504671096801757,0.0004974913627442993,kd_tree,40,2,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 40, 'n_neighbors': 2, 'weights': 'uniform'}",0.6956521739130435,0.6956521739130435,0.5652173913043478,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.6956521739130435,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.6956521739130435,0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6869565217391305,0.05430433042085562,221
242,0.0011502742767333985,0.00035726271425070156,0.0015503406524658204,0.0004975320565327798,brute,10,2,uniform,"{'algorithm': 'brute', 'leaf_size': 10, 'n_neighbors': 2, 'weights': 'uniform'}",0.6956521739130435,0.6956521739130435,0.5652173913043478,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.6956521739130435,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.6956521739130435,0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6869565217391305,0.05430433042085562,221
119,0.0013003826141357421,0.0004582248019167195,0.0010000348091125488,4.97118460225893e-07,ball_tree,30,4,distance,"{'algorithm': 'ball_tree', 'leaf_size': 30, 'n_neighbors': 4, 'weights': 'distance'}",0.6521739130434783,0.6956521739130435,0.6086956521739131,0.5652173913043478,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.8260869565217391,0.6956521739130435,0.6521739130434783,0.6956521739130435,0.5217391304347826,0.6869565217391305,0.08087424016407944,221
39,0.0016502737998962402,0.00047702410058366617,0.0012503743171691894,0.0004330987150156104,auto,30,4,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 4, 'weights': 'distance'}",0.6521739130434783,0.6956521739130435,0.6086956521739131,0.5652173913043478,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.8260869565217391,0.6956521739130435,0.6521739130434783,0.6956521739130435,0.5217391304347826,0.6869565217391305,0.08087424016407944,221
18,0.0015000700950622559,0.0005000713206936131,0.0016005873680114747,0.0004899745681881325,auto,20,2,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 2, 'weights': 'uniform'}",0.6956521739130435,0.6956521739130435,0.5652173913043478,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.6956521739130435,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.6956521739130435,0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6869565217391305,0.05430433042085562,221
114,0.001150333881378174,0.00035703780669958646,0.0015002608299255372,0.000499975962409231,ball_tree,30,2,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 30, 'n_neighbors': 2, 'weights': 'uniform'}",0.6956521739130435,0.6956521739130435,0.5652173913043478,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.6956521739130435,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.6956521739130435,0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6869565217391305,0.05430433042085562,221
103,0.0014502406120300293,0.0004976483300898664,0.0010503530502319336,0.00021805021465046425,ball_tree,20,4,distance,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'n_neighbors': 4, 'weights': 'distance'}",0.6521739130434783,0.6956521739130435,0.6086956521739131,0.5652173913043478,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.8260869565217391,0.6956521739130435,0.6521739130434783,0.6956521739130435,0.5217391304347826,0.6869565217391305,0.08087424016407944,221
23,0.0016503095626831054,0.00047712523520310933,0.001150226593017578,0.00035721634711931413,auto,20,4,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 4, 'weights': 'distance'}",0.6521739130434783,0.6956521739130435,0.6086956521739131,0.5652173913043478,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.8260869565217391,0.6956521739130435,0.6521739130434783,0.6956521739130435,0.5217391304347826,0.6869565217391305,0.08087424016407944,221
226,0.0015002012252807618,0.0004998924519908697,0.0015005230903625487,0.0004999521876463798,kd_tree,50,2,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 50, 'n_neighbors': 2, 'weights': 'uniform'}",0.6956521739130435,0.6956521739130435,0.5652173913043478,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.6956521739130435,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.6956521739130435,0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6869565217391305,0.05430433042085562,221
151,0.0012502789497375489,0.0004329333632412485,0.0010503292083740234,0.00021767283841338743,ball_tree,50,4,distance,"{'algorithm': 'ball_tree', 'leaf_size': 50, 'n_neighbors': 4, 'weights': 'distance'}",0.6521739130434783,0.6956521739130435,0.6086956521739131,0.5652173913043478,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.8260869565217391,0.6956521739130435,0.6521739130434783,0.6956521739130435,0.5217391304347826,0.6869565217391305,0.08087424016407944,221
231,0.001450657844543457,0.0004968006745147311,0.001000356674194336,3.026695456039114e-06,kd_tree,50,4,distance,"{'algorithm': 'kd_tree', 'leaf_size': 50, 'n_neighbors': 4, 'weights': 'distance'}",0.6521739130434783,0.6956521739130435,0.6086956521739131,0.5652173913043478,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.8260869565217391,0.6956521739130435,0.6521739130434783,0.6956521739130435,0.5217391304347826,0.6869565217391305,0.08087424016407944,221
199,0.0013502240180969238,0.0004769489507460819,0.0013002991676330567,0.00045830520295150136,kd_tree,30,4,distance,"{'algorithm': 'kd_tree', 'leaf_size': 30, 'n_neighbors': 4, 'weights': 'distance'}",0.6521739130434783,0.6956521739130435,0.6086956521739131,0.5652173913043478,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.8260869565217391,0.6956521739130435,0.6521739130434783,0.6956521739130435,0.5217391304347826,0.6869565217391305,0.08087424016407944,221
194,0.0014503836631774903,0.0004976148693074383,0.0015503168106079102,0.0004975824734128584,kd_tree,30,2,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 30, 'n_neighbors': 2, 'weights': 'uniform'}",0.6956521739130435,0.6956521739130435,0.5652173913043478,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.6956521739130435,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.6956521739130435,0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6869565217391305,0.05430433042085562,221
215,0.0014505982398986816,0.0004973729853249041,0.001199960708618164,0.00039997752013337955,kd_tree,40,4,distance,"{'algorithm': 'kd_tree', 'leaf_size': 40, 'n_neighbors': 4, 'weights': 'distance'}",0.6521739130434783,0.6956521739130435,0.6086956521739131,0.5652173913043478,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.8260869565217391,0.6956521739130435,0.6521739130434783,0.6956521739130435,0.5217391304347826,0.6869565217391305,0.08087424016407944,221
147,0.0012506484985351563,0.00043327077952224035,0.001149928569793701,0.0003572413443890974,ball_tree,50,2,distance,"{'algorithm': 'ball_tree', 'leaf_size': 50, 'n_neighbors': 2, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
227,0.0012008190155029298,0.0003998553551582911,0.0011499881744384765,0.0003573198056580335,kd_tree,50,2,distance,"{'algorithm': 'kd_tree', 'leaf_size': 50, 'n_neighbors': 2, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
225,0.0014001965522766114,0.0004900085182159655,0.0010503053665161133,0.00021817010671737455,kd_tree,50,1,distance,"{'algorithm': 'kd_tree', 'leaf_size': 50, 'n_neighbors': 1, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
289,0.0011002302169799804,0.00043608838592776447,0.0013003349304199219,0.0004583600004564863,brute,40,1,distance,"{'algorithm': 'brute', 'leaf_size': 40, 'n_neighbors': 1, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
224,0.0012503504753112794,0.0004329747320492,0.0015003681182861328,0.0004999401396654906,kd_tree,50,1,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 50, 'n_neighbors': 1, 'weights': 'uniform'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
19,0.001200413703918457,0.0004001680025971658,0.0011002779006958007,0.00030009800535174536,auto,20,2,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 2, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
163,0.0016003727912902832,0.0004901158180168324,0.0010002493858337403,4.7249606091037786e-07,kd_tree,10,2,distance,"{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 2, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
288,0.0011002540588378907,0.00030018511184234914,0.0018504023551940917,0.0003572044033064998,brute,40,1,uniform,"{'algorithm': 'brute', 'leaf_size': 40, 'n_neighbors': 1, 'weights': 'uniform'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
291,0.0010502219200134277,0.0002179156569839364,0.0013003587722778321,0.0004585521762724091,brute,40,2,distance,"{'algorithm': 'brute', 'leaf_size': 40, 'n_neighbors': 2, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
193,0.0014002203941345214,0.00049006218033246,0.0011001229286193848,0.00029995092528922854,kd_tree,30,1,distance,"{'algorithm': 'kd_tree', 'leaf_size': 30, 'n_neighbors': 1, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
3,0.0017003059387207032,0.0004584017196132847,0.0011002421379089355,0.000300070320662765,auto,10,2,distance,"{'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 2, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
161,0.0015501260757446289,0.0004976256916488266,0.0010004997253417968,5.135693366178994e-07,kd_tree,10,1,distance,"{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 1, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
113,0.0012502670288085938,0.0004330779938772879,0.0011002182960510253,0.00030007793011637145,ball_tree,30,1,distance,"{'algorithm': 'ball_tree', 'leaf_size': 30, 'n_neighbors': 1, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
304,0.0011002063751220704,0.0003000420134398458,0.0017004609107971191,0.0004584769121154011,brute,50,1,uniform,"{'algorithm': 'brute', 'leaf_size': 50, 'n_neighbors': 1, 'weights': 'uniform'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
305,0.0010502934455871582,0.00021800855736432416,0.0013502955436706543,0.00047717131871577277,brute,50,1,distance,"{'algorithm': 'brute', 'leaf_size': 50, 'n_neighbors': 1, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
307,0.001350247859954834,0.000477106359756201,0.0016503691673278808,0.0004770689000323055,brute,50,2,distance,"{'algorithm': 'brute', 'leaf_size': 50, 'n_neighbors': 2, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
160,0.0016003251075744629,0.0004899307690033054,0.001450347900390625,0.0004975273619466322,kd_tree,10,1,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 1, 'weights': 'uniform'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
33,0.0013504147529602051,0.0004774090346160638,0.00110015869140625,0.0003001773933798115,auto,30,1,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 1, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
115,0.0012012720108032227,0.0003997191789849086,0.0011995077133178712,0.0004002997170569926,ball_tree,30,2,distance,"{'algorithm': 'ball_tree', 'leaf_size': 30, 'n_neighbors': 2, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
208,0.0015003681182861328,0.0005917465705421808,0.0017003774642944335,0.0004582921029111513,kd_tree,40,1,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 40, 'n_neighbors': 1, 'weights': 'uniform'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
65,0.0013002276420593262,0.0004584560551928959,0.0011002779006958007,0.00030037608153612994,auto,50,1,distance,"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 1, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
64,0.0014498591423034667,0.00049703927672748,0.0015508055686950684,0.0004970249993158849,auto,50,1,uniform,"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 1, 'weights': 'uniform'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
35,0.0013003587722778321,0.0004583183847846805,0.0011503815650939942,0.00035708452494087313,auto,30,2,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 2, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
209,0.0014003515243530273,0.0004902470024871034,0.0013001918792724609,0.0005569245580564146,kd_tree,40,1,distance,"{'algorithm': 'kd_tree', 'leaf_size': 40, 'n_neighbors': 1, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
1,0.001550304889678955,0.0004975480004002297,0.001100301742553711,0.0004359354206828689,auto,10,1,distance,"{'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 1, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
67,0.0014002799987792968,0.0004900622564523733,0.0010503172874450684,0.0002180038301078812,auto,50,2,distance,"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 2, 'weights': 'distance'}",0.782608695652174,0.782608695652174,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.6521739130434783,0.5217391304347826,0.6521739130434783,0.6086956521739131,0.5652173913043478,0.7391304347826086,0.6086956521739131,0.6652173913043479,0.08260869565217391,261
